Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature Difference,Mechanical Power,Wear Rate,Thermal Stress
0,300.3,311.9,1390,49.0,194,0,0,0,0,0,0,11.599999999999966,68110.0,0.1395683452233321,568.3999999999983
2,300.3,311.8,1607,33.7,199,0,0,0,0,0,0,11.5,54155.9,0.12383322954335206,387.55
1,300.3,311.7,1821,26.3,202,0,0,0,0,0,0,11.399999999999977,47892.3,0.11092806144375174,299.8199999999994
0,300.3,311.8,2141,18.5,204,0,0,0,0,0,0,11.5,39608.5,0.0952825781899661,212.75
2,300.4,311.8,1553,33.1,209,1,1,0,0,0,0,11.400000000000034,51404.3,0.13457823558623422,377.34000000000117
2,300.4,311.8,1442,45.1,0,0,0,0,0,0,0,11.400000000000034,65034.200000000004,0.0,514.1400000000016
1,300.4,311.7,1459,45.6,3,0,0,0,0,0,0,11.300000000000011,66530.40000000001,0.0020562028772747065,515.2800000000005
0,300.4,311.8,2496,13.5,5,0,0,0,0,0,0,11.400000000000034,33696.0,0.002003205127402562,153.90000000000046
1,300.4,311.8,1367,57.2,10,0,0,0,0,0,0,11.400000000000034,78192.40000000001,0.007315288948562333,652.080000000002
1,300.3,311.8,2004,19.6,12,0,0,0,0,0,0,11.5,39278.4,0.005988023949107772,225.4
1,300.3,311.7,1406,47.5,14,0,0,0,0,0,0,11.399999999999977,66785.0,0.009957325739717407,541.4999999999989
1,300.3,311.8,1548,33.0,16,0,0,0,0,0,0,11.5,51084.0,0.010335917305984548,379.5
1,300.3,311.7,1333,55.2,18,0,0,0,0,0,0,11.399999999999977,73581.6,0.013503375833830924,629.2799999999987
1,300.2,311.6,1767,26.4,20,0,0,0,0,0,0,11.400000000000034,46648.799999999996,0.01131861912206077,300.9600000000009
1,300.2,311.6,1827,27.0,22,0,0,0,0,0,0,11.400000000000034,49329.0,0.012041598241903886,307.8000000000009
2,300.2,311.6,1533,46.4,24,0,0,0,0,0,0,11.400000000000034,71131.2,0.015655577289200535,528.9600000000015
0,300.2,311.5,1515,36.8,27,0,0,0,0,0,0,11.300000000000011,55751.99999999999,0.01782178216645427,415.8400000000004
1,300.2,311.4,1568,41.0,32,0,0,0,0,0,0,11.199999999999989,64288.0,0.02040816325229071,459.19999999999953
1,300.2,311.4,1452,47.8,34,0,0,0,0,0,0,11.199999999999989,69405.59999999999,0.0234159779453058,535.3599999999994
1,300.2,311.4,1433,37.9,36,0,0,0,0,0,0,11.199999999999989,54310.7,0.025122121406055742,424.47999999999956
2,300.1,311.3,1650,33.8,38,0,0,0,0,0,0,11.199999999999989,55769.99999999999,0.02303030301634527,378.5599999999996
1,300.1,311.4,1629,31.3,41,0,0,0,0,0,0,11.299999999999955,50987.700000000004,0.02516881520861337,353.6899999999986
1,300.0,311.3,1520,39.2,43,0,0,0,0,0,0,11.300000000000011,59584.00000000001,0.02828947366559903,442.9600000000005
0,300.0,311.2,1393,43.1,45,0,0,0,0,0,0,11.199999999999989,60038.3,0.03230437901485687,482.7199999999995
0,299.9,311.2,1364,49.6,50,0,0,0,0,0,0,11.300000000000011,67654.40000000001,0.03665689146872662,560.4800000000006
2,299.9,311.3,1389,50.0,55,0,0,0,0,0,0,11.400000000000034,69450.0,0.03959683222491228,570.0000000000017
1,299.8,311.1,1466,46.1,58,0,0,0,0,0,0,11.300000000000011,67582.6,0.03956343789934281,520.9300000000005
1,299.7,311.1,1650,32.4,60,0,0,0,0,0,0,11.400000000000034,53460.0,0.036363636341597796,369.3600000000011
1,299.6,311.0,1554,36.3,62,0,0,0,0,0,0,11.399999999999977,56410.2,0.03989703987136612,413.81999999999914
2,299.6,310.9,1474,39.7,64,0,0,0,0,0,0,11.299999999999955,58517.8,0.04341926727040755,448.60999999999825
0,299.5,310.8,1600,32.4,67,0,0,0,0,0,0,11.300000000000011,51840.0,0.041874999973828125,366.12000000000035
1,299.5,310.8,1356,54.9,72,0,0,0,0,0,0,11.300000000000011,74444.4,0.053097345093586025,620.3700000000006
1,299.5,310.8,1571,38.2,74,0,0,0,0,0,0,11.300000000000011,60012.200000000004,0.04710375553971753,431.6600000000005
1,299.6,310.9,1658,28.0,76,0,0,0,0,0,0,11.299999999999955,46424.0,0.045838359441593264,316.3999999999987
1,299.6,310.8,1393,49.9,78,0,0,0,0,0,0,11.199999999999989,69510.7,0.05599425695908524,558.8799999999994
2,299.7,311.0,1448,49.8,80,0,0,0,0,0,0,11.300000000000011,72110.4,0.05524861874637526,562.7400000000006
1,299.7,310.9,1477,40.4,83,0,0,0,0,0,0,11.199999999999989,59670.799999999996,0.05619498980623223,452.4799999999995
2,299.7,311.0,1506,42.7,85,0,0,0,0,0,0,11.300000000000011,64306.200000000004,0.05644090301697151,482.5100000000005
2,299.7,310.9,1685,32.1,88,0,0,0,0,0,0,11.199999999999989,54088.5,0.05222551925683945,359.51999999999964
1,299.6,310.9,1533,31.8,91,0,0,0,0,0,0,11.299999999999955,48749.4,0.05936073055488537,359.33999999999855
1,299.5,310.8,1447,41.0,93,0,0,0,0,0,0,11.300000000000011,59327.0,0.06427090527693786,463.30000000000047
2,299.5,310.7,1488,39.5,95,0,0,0,0,0,0,11.199999999999989,58776.0,0.0638440859785994,442.3999999999995
2,299.6,310.8,1427,50.4,98,0,0,0,0,0,0,11.199999999999989,71920.8,0.06867554304928132,564.4799999999994
2,299.5,310.7,1424,41.3,101,0,0,0,0,0,0,11.199999999999989,58811.2,0.07092696624232657,462.5599999999995
1,299.5,310.7,1472,40.9,104,0,0,0,0,0,0,11.199999999999989,60204.799999999996,0.07065217386504608,458.07999999999953
1,299.5,310.7,1438,45.7,106,0,0,0,0,0,0,11.199999999999989,65716.6,0.07371349090840508,511.8399999999995
1,299.6,310.8,1507,42.4,108,0,0,0,0,0,0,11.199999999999989,63896.799999999996,0.07166556066910049,474.8799999999995
1,299.6,310.7,1393,52.1,110,0,0,0,0,0,0,11.099999999999966,72575.3,0.07896625981409457,578.3099999999982
1,299.5,310.8,1283,52.4,112,0,0,0,0,0,0,11.300000000000011,67229.2,0.08729540133492174,592.1200000000006
1,299.6,310.8,1644,30.9,114,0,0,0,0,0,0,11.199999999999989,50799.6,0.06934306565125117,346.07999999999964
1,299.6,310.8,1498,46.9,116,0,0,0,0,0,0,11.199999999999989,70256.2,0.07743658205778599,525.2799999999994
1,299.6,310.8,1400,40.8,118,0,0,0,0,0,0,11.199999999999989,57119.99999999999,0.08428571422551019,456.9599999999995
0,299.6,310.9,1679,31.2,120,0,0,0,0,0,0,11.299999999999955,52384.799999999996,0.07147111371562173,352.5599999999986
2,299.7,311.1,1618,30.3,125,0,0,0,0,0,0,11.400000000000034,49025.4,0.07725587139848215,345.42000000000104
0,299.6,311.0,1714,30.2,128,0,0,0,0,0,0,11.399999999999977,51762.799999999996,0.07467911314196084,344.2799999999993
1,299.6,311.0,1574,35.0,133,0,0,0,0,0,0,11.399999999999977,55090.0,0.08449809397427058,398.9999999999992
1,299.7,311.1,1574,36.4,135,0,0,0,0,0,0,11.400000000000034,57293.6,0.08576874200395886,414.96000000000123
1,299.6,310.9,1472,40.9,137,0,0,0,0,0,0,11.299999999999955,60204.799999999996,0.09307065211068569,462.16999999999814
1,299.6,311.0,1552,33.2,139,0,0,0,0,0,0,11.399999999999977,51526.4,0.0895618556123957,378.4799999999993
1,299.7,311.1,1603,31.4,141,0,0,0,0,0,0,11.400000000000034,50334.2,0.08796007480476602,357.96000000000106
0,299.7,311.1,1353,47.1,143,0,0,0,0,0,0,11.400000000000034,63726.3,0.10569105683245301,536.9400000000016
1,299.7,311.1,1690,30.6,148,0,0,0,0,0,0,11.400000000000034,51714.0,0.0875739644452225,348.84000000000106
2,299.8,311.2,1745,26.3,150,0,0,0,0,0,0,11.399999999999977,45893.5,0.0859598853375588,299.8199999999994
1,299.9,311.3,1522,45.7,153,0,0,0,0,0,0,11.400000000000034,69555.40000000001,0.10052562411266384,520.9800000000016
0,300.0,311.4,1641,34.5,155,0,0,0,0,0,0,11.399999999999977,56614.5,0.09445460079557916,393.2999999999992
1,299.9,311.4,1596,28.9,160,0,0,0,0,0,0,11.5,46124.399999999994,0.10025062650360236,332.34999999999997
0,299.9,311.4,1497,37.0,162,0,0,0,0,0,0,11.5,55389.0,0.10821643279344259,425.5
1,299.9,311.3,1371,52.3,167,0,0,0,0,0,0,11.400000000000034,71703.3,0.1218088985253035,596.2200000000017
2,299.9,311.3,1445,41.2,169,0,0,0,0,0,0,11.400000000000034,59534.00000000001,0.11695501722010032,469.6800000000014
1,299.8,311.2,1564,40.0,172,0,0,0,0,0,0,11.399999999999977,62560.0,0.10997442448211353,455.9999999999991
1,299.7,311.1,1439,44.9,174,0,0,0,0,0,0,11.400000000000034,64611.1,0.12091730359908456,511.8600000000015
1,299.7,311.2,1352,52.1,176,0,0,0,0,0,0,11.5,70439.2,0.13017751469661426,599.15
1,299.8,311.3,1560,35.4,178,0,0,0,0,0,0,11.5,55224.0,0.11410256402942143,407.09999999999997
2,299.7,311.2,1616,42.3,180,0,0,0,0,0,0,11.5,68356.79999999999,0.11138613854493432,486.45
1,299.7,311.2,1835,23.7,183,0,0,0,0,0,0,11.5,43489.5,0.09972752038161987,272.55
2,299.7,311.1,1649,32.7,185,0,0,0,0,0,0,11.400000000000034,53922.3,0.11218920551110417,372.78000000000117
1,299.8,311.1,1452,47.3,188,0,0,0,0,0,0,11.300000000000011,68679.59999999999,0.12947658393286735,534.4900000000005
1,299.8,311.1,2144,17.7,190,0,0,0,0,0,0,11.300000000000011,37948.799999999996,0.08861940294374096,200.0100000000002
1,299.7,311.1,1554,41.0,192,0,0,0,0,0,0,11.400000000000034,63714.0,0.12355212347261767,467.4000000000014
1,299.7,311.0,1827,25.4,194,0,0,0,0,0,0,11.300000000000011,46405.799999999996,0.106185002678607,287.02000000000027
1,299.6,310.9,1448,46.3,196,0,0,0,0,0,0,11.299999999999955,67042.4,0.13535911592861938,523.1899999999979
2,299.6,310.9,1530,38.8,198,0,0,0,0,0,0,11.299999999999955,59363.99999999999,0.1294117646212995,438.4399999999982
1,299.7,311.0,1983,21.0,201,0,0,0,0,0,0,11.300000000000011,41643.0,0.10136157332256097,237.30000000000024
2,299.7,310.9,1620,37.2,203,0,0,0,0,0,0,11.199999999999989,60264.00000000001,0.12530864189795762,416.6399999999996
2,299.6,310.9,1630,29.8,206,0,0,0,0,0,0,11.299999999999955,48574.0,0.12638036802062552,336.73999999999864
1,299.6,310.9,1229,65.2,209,1,0,0,0,1,0,11.299999999999955,80130.8,0.17005695673713833,736.759999999997
1,299.5,310.8,1873,22.3,211,0,0,0,0,0,0,11.300000000000011,41767.9,0.1126534970033884,251.99000000000026
1,299.4,310.7,1426,45.7,213,0,0,0,0,0,0,11.300000000000011,65168.200000000004,0.14936886385037246,516.4100000000005
1,299.4,310.8,1376,53.9,215,1,0,0,0,1,0,11.400000000000034,74166.4,0.1562499998864462,614.4600000000019
1,299.4,310.8,1622,33.6,217,0,0,0,0,0,0,11.400000000000034,54499.200000000004,0.1337854499791705,383.04000000000116
2,299.4,310.7,1492,45.7,219,0,0,0,0,0,0,11.300000000000011,68184.40000000001,0.14678284172467637,516.4100000000005
2,299.3,310.7,1374,48.9,222,0,0,0,0,0,0,11.399999999999977,67188.59999999999,0.16157205228415425,557.4599999999989
1,299.2,310.7,1737,27.0,225,1,1,0,0,0,0,11.5,46899.0,0.12953367868190346,310.5
1,299.3,310.8,1426,42.4,0,0,0,0,0,0,0,11.5,60462.4,0.0,487.59999999999997
2,299.3,310.9,1826,25.1,2,0,0,0,0,0,0,11.599999999999966,45832.600000000006,0.0010952902513169274,291.1599999999992
1,299.3,310.9,1669,32.4,5,0,0,0,0,0,0,11.599999999999966,54075.6,0.002995805869984538,375.8399999999989
2,299.4,310.9,1473,40.1,7,0,0,0,0,0,0,11.5,59067.3,0.004752206378308074,461.15000000000003
1,299.4,310.9,1751,27.8,10,0,0,0,0,0,0,11.5,48677.8,0.005711022269725287,319.7
2,299.4,310.9,1446,47.3,12,0,0,0,0,0,0,11.5,68395.8,0.00829875518098288,543.9499999999999
1,299.3,310.8,1483,43.5,15,0,0,0,0,0,0,11.5,64510.5,0.010114632494865385,500.25
1,299.2,310.7,1535,42.6,17,0,0,0,0,0,0,11.5,65391.0,0.011074918559560313,489.90000000000003
1,299.2,310.7,1477,44.0,19,0,0,0,0,0,0,11.5,64988.0,0.012863913329137498,506.0
1,299.3,310.8,1391,46.9,21,0,0,0,0,0,0,11.5,65237.9,0.01509705246937667,539.35
0,299.2,310.7,1636,29.4,23,0,0,0,0,0,0,11.5,48098.399999999994,0.014058679698008142,338.09999999999997
1,299.2,310.6,1675,33.3,28,0,0,0,0,0,0,11.400000000000034,55777.49999999999,0.01671641790046781,379.6200000000011
0,299.2,310.5,1329,48.9,30,0,0,0,0,0,0,11.300000000000011,64988.1,0.022573363414166017,552.5700000000005
2,299.2,310.5,1548,33.5,35,0,0,0,0,0,0,11.300000000000011,51858.0,0.0226098191068412,378.5500000000004
1,299.2,310.5,1391,45.8,38,0,0,0,0,0,0,11.300000000000011,63707.799999999996,0.027318475896967304,517.5400000000005
1,299.1,310.5,1437,43.1,40,0,0,0,0,0,0,11.399999999999977,61934.700000000004,0.027835768943746852,491.339999999999
1,299.2,310.6,1370,61.9,42,0,0,0,0,0,0,11.400000000000034,84803.0,0.030656934284192017,705.6600000000021
1,299.1,310.6,1577,37.1,44,0,0,0,0,0,0,11.5,58506.700000000004,0.027901077978502803,426.65000000000003
1,299.1,310.5,1485,37.8,46,0,0,0,0,0,0,11.399999999999977,56132.99999999999,0.030976430955571423,430.9199999999991
1,299.0,310.4,1504,34.3,48,0,0,0,0,0,0,11.399999999999977,51587.2,0.03191489359580126,391.0199999999992
2,298.9,310.3,1551,35.2,50,0,0,0,0,0,0,11.400000000000034,54595.200000000004,0.03223726625903464,401.2800000000012
2,299.1,310.5,1428,43.0,53,0,0,0,0,0,0,11.399999999999977,61404.0,0.03711484591238456,490.199999999999
1,299.0,310.5,1755,27.9,56,0,0,0,0,0,0,11.5,48964.5,0.03190883189065024,320.84999999999997
1,299.1,310.5,1329,54.9,58,0,0,0,0,0,0,11.399999999999977,72962.09999999999,0.043641835934054296,625.8599999999988
1,299.1,310.5,1496,35.2,60,0,0,0,0,0,0,11.399999999999977,52659.200000000004,0.04010695184484829,401.27999999999923
1,299.1,310.5,1532,36.6,62,0,0,0,0,0,0,11.399999999999977,56071.200000000004,0.04046997386392299,417.23999999999916
1,299.1,310.5,1389,61.4,64,0,0,0,0,0,0,11.399999999999977,85284.59999999999,0.046076313861716116,699.9599999999986
2,299.1,310.4,1524,51.4,66,0,0,0,0,0,0,11.299999999999955,78333.59999999999,0.0433070865857565,580.8199999999977
2,299.1,310.4,1422,49.3,69,0,0,0,0,0,0,11.299999999999955,70104.59999999999,0.04852320671693164,557.0899999999978
1,299.1,310.5,1739,27.4,72,0,0,0,0,0,0,11.399999999999977,47648.6,0.04140310520908389,312.3599999999994
1,299.1,310.5,1736,26.9,74,0,0,0,0,0,0,11.399999999999977,46698.399999999994,0.04262672808604451,306.6599999999994
1,299.1,310.5,1419,48.8,76,0,0,0,0,0,0,11.399999999999977,69247.2,0.0535588442187746,556.3199999999989
1,299.1,310.6,1326,49.7,78,0,0,0,0,0,0,11.5,65902.2,0.058823529367403066,571.5500000000001
2,299.1,310.6,1449,43.2,80,0,0,0,0,0,0,11.5,62596.8,0.05521048995499621,496.8
1,299.2,310.6,1534,39.7,83,0,0,0,0,0,0,11.400000000000034,60899.8,0.05410691000384164,452.5800000000014
2,299.2,310.6,1443,50.9,85,0,0,0,0,0,0,11.400000000000034,73448.7,0.05890505886423766,580.2600000000017
1,299.2,310.6,1498,41.1,88,0,0,0,0,0,0,11.400000000000034,61567.8,0.058744993285216957,468.54000000000144
1,299.1,310.6,1796,26.0,90,0,0,0,0,0,0,11.5,46696.0,0.0501113585467086,299.0
1,299.1,310.4,1519,45.3,92,0,0,0,0,0,0,11.299999999999955,68810.7,0.06056616190877803,511.8899999999979
1,299.0,310.4,1339,49.6,94,0,0,0,0,0,0,11.399999999999977,66414.40000000001,0.07020164296474858,565.4399999999989
1,299.0,310.4,1483,41.5,96,0,0,0,0,0,0,11.399999999999977,61544.5,0.06473364796713847,473.09999999999906
2,298.9,310.2,2099,20.0,98,0,0,0,0,0,0,11.300000000000011,41980.0,0.04668889945369752,226.00000000000023
2,299.0,310.3,1689,29.7,101,0,0,0,0,0,0,11.300000000000011,50163.299999999996,0.059798697418710064,335.61000000000035
0,299.1,310.4,1369,54.5,104,0,0,0,0,0,0,11.299999999999955,74610.5,0.07596785969615204,615.8499999999975
1,299.0,310.4,1512,38.8,109,0,0,0,0,0,0,11.399999999999977,58665.6,0.07208994704226855,442.3199999999991
2,299.0,310.3,1303,68.6,111,1,0,0,1,0,0,11.300000000000011,89385.79999999999,0.08518802756317112,775.1800000000007
1,299.0,310.3,1552,39.9,114,0,0,0,0,0,0,11.300000000000011,61924.799999999996,0.07345360820009432,450.87000000000046
1,299.0,310.4,1713,28.0,116,0,0,0,0,0,0,11.399999999999977,47964.0,0.06771745471820347,319.19999999999936
1,298.9,310.3,1456,44.1,118,0,0,0,0,0,0,11.400000000000034,64209.6,0.08104395598829398,502.74000000000154
1,299.0,310.4,1524,39.8,120,0,0,0,0,0,0,11.399999999999977,60655.2,0.07874015742864819,453.71999999999906
2,299.0,310.4,1394,45.2,122,0,0,0,0,0,0,11.399999999999977,63008.8,0.08751793394008756,515.279999999999
1,299.0,310.4,1981,21.2,125,0,0,0,0,0,0,11.399999999999977,41997.2,0.06309944469303409,241.67999999999952
1,299.0,310.4,1565,36.1,127,0,0,0,0,0,0,11.399999999999977,56496.5,0.0811501596925558,411.53999999999917
1,299.1,310.4,1657,31.0,129,0,0,0,0,0,0,11.299999999999955,51367.0,0.07785153887878603,350.2999999999986
2,299.0,310.4,1625,37.1,131,0,0,0,0,0,0,11.399999999999977,60287.5,0.08061538456577515,422.93999999999915
1,299.0,310.4,1606,31.1,134,0,0,0,0,0,0,11.399999999999977,49946.600000000006,0.08343711078241774,354.5399999999993
0,299.0,310.5,1336,56.8,136,0,0,0,0,0,0,11.5,75884.8,0.10179640710943381,653.1999999999999
2,299.0,310.6,1587,34.2,141,0,0,0,0,0,0,11.600000000000023,54275.4,0.08884688085138823,396.7200000000008
1,299.1,310.6,1602,39.7,144,0,0,0,0,0,0,11.5,63599.4,0.08988764039332856,456.55
1,299.1,310.5,1471,38.4,146,0,0,0,0,0,0,11.399999999999977,56486.4,0.0992522093139006,437.75999999999914
0,299.1,310.6,1332,48.0,148,0,0,0,0,0,0,11.5,63936.0,0.11111111102769435,552.0
0,299.2,310.6,1434,48.4,153,0,0,0,0,0,0,11.400000000000034,69405.59999999999,0.1066945605950526,551.7600000000016
1,299.1,310.6,1921,23.9,158,0,0,0,0,0,0,11.5,45911.899999999994,0.0822488286922182,274.84999999999997
0,299.2,310.6,1704,30.6,160,0,0,0,0,0,0,11.400000000000034,52142.4,0.09389671355991976,348.84000000000106
2,299.1,310.6,1397,49.5,165,0,0,0,0,0,0,11.5,69151.5,0.1181102361359268,569.25
0,299.1,310.6,1791,28.0,168,0,0,0,0,0,0,11.5,50148.0,0.09380234500625217,322.0
1,299.1,310.6,1818,24.1,173,0,0,0,0,0,0,11.5,43813.8,0.09515951589925219,277.15000000000003
1,299.2,310.7,1540,36.3,175,0,0,0,0,0,0,11.5,55901.99999999999,0.11363636356257378,417.45
2,299.2,310.8,1502,39.8,177,0,0,0,0,0,0,11.600000000000023,59779.6,0.11784287608665586,461.68000000000086
0,299.2,310.8,1761,30.4,180,0,0,0,0,0,0,11.600000000000023,53534.399999999994,0.10221465070856635,352.64000000000067
2,299.1,310.8,1517,38.4,185,0,0,0,0,0,0,11.699999999999989,58252.799999999996,0.12195121943180538,449.2799999999996
1,299.1,310.7,1309,51.1,188,0,0,0,0,0,0,11.599999999999966,66889.90000000001,0.1436210846878372,592.7599999999983
1,298.9,310.6,1363,52.6,190,0,0,0,0,0,0,11.700000000000045,71693.8,0.13939838581115305,615.4200000000025
2,299.0,310.6,1787,22.2,192,0,0,0,0,0,0,11.600000000000023,39671.4,0.10744264123814065,257.5200000000005
1,298.9,310.5,1640,29.2,195,0,0,0,0,0,0,11.600000000000023,47888.0,0.11890243895188875,338.72000000000065
2,298.9,310.6,1720,25.3,197,0,0,0,0,0,0,11.700000000000045,43516.0,0.11453488365434018,296.0100000000012
1,298.8,310.5,1384,52.8,200,0,0,0,0,0,0,11.699999999999989,73075.2,0.14450867041581741,617.7599999999994
0,298.8,310.5,1294,55.8,202,0,0,0,0,0,0,11.699999999999989,72205.2,0.15610510034304087,652.8599999999993
1,298.8,310.5,1464,46.4,207,0,0,0,0,0,0,11.699999999999989,67929.59999999999,0.1413934425263706,542.8799999999994
1,298.8,310.6,1803,25.4,209,0,0,0,0,0,0,11.800000000000011,45796.2,0.11591791452250809,299.72000000000025
1,298.8,310.6,1602,39.1,211,0,0,0,0,0,0,11.800000000000011,62638.200000000004,0.13171036196522448,461.38000000000045
0,298.9,310.6,1519,38.8,213,0,0,0,0,0,0,11.700000000000045,58937.2,0.14022383137575783,453.96000000000174
2,298.9,310.7,1638,33.6,218,0,0,0,0,0,0,11.800000000000011,55036.8,0.13308913300788208,396.4800000000004
0,298.9,310.6,1615,33.0,221,0,0,0,0,0,0,11.700000000000045,53295.0,0.13684210517842593,386.1000000000015
1,298.8,310.6,1651,33.3,0,0,0,0,0,0,0,11.800000000000011,54978.299999999996,0.0,392.94000000000034
1,298.9,310.6,1387,52.7,2,0,0,0,0,0,0,11.700000000000045,73094.90000000001,0.0014419610660115637,616.5900000000024
2,298.8,310.5,1678,32.8,4,0,0,0,0,0,0,11.699999999999989,55038.399999999994,0.0023837902250394573,383.7599999999996
1,298.9,310.6,1585,38.1,7,0,0,0,0,0,0,11.700000000000045,60388.5,0.004416403782702584,445.77000000000174
2,298.8,310.6,1640,33.8,9,0,0,0,0,0,0,11.800000000000011,55431.99999999999,0.0054878048747025576,398.8400000000004
1,298.9,310.6,1406,43.8,12,0,0,0,0,0,0,11.700000000000045,61582.799999999996,0.008534850634043491,512.460000000002
2,298.9,310.6,1679,35.8,14,0,0,0,0,0,0,11.700000000000045,60108.2,0.008338296600155868,418.8600000000016
1,298.9,310.5,1717,26.9,17,0,0,0,0,0,0,11.600000000000023,46187.299999999996,0.009900990093243453,312.0400000000006
0,298.9,310.5,1429,39.9,19,0,0,0,0,0,0,11.600000000000023,57017.1,0.01329601118733659,462.8400000000009
2,298.9,310.4,1533,44.4,24,0,0,0,0,0,0,11.5,68065.2,0.015655577289200535,510.59999999999997
2,298.9,310.5,1525,38.5,27,0,0,0,0,0,0,11.600000000000023,58712.5,0.017704918021177102,446.6000000000009
1,298.9,310.4,1739,26.3,30,0,0,0,0,0,0,11.5,45735.700000000004,0.01725129383711829,302.45
1,298.9,310.3,1436,39.0,32,0,0,0,0,0,0,11.400000000000034,56004.0,0.0222841225471559,444.60000000000133
2,298.8,310.2,1595,33.1,34,0,0,0,0,0,0,11.399999999999977,52794.5,0.021316614406698044,377.33999999999924
0,298.7,310.1,1435,45.6,37,0,0,0,0,0,0,11.400000000000034,65436.0,0.025783972107467613,519.8400000000016
1,298.7,310.0,1637,31.8,42,0,0,0,0,0,0,11.300000000000011,52056.6,0.025656689049690474,359.3400000000004
1,298.7,310.1,1558,37.6,44,0,0,0,0,0,0,11.400000000000034,58580.8,0.028241335026802736,428.6400000000013
2,298.7,310.1,1644,34.1,46,0,0,0,0,0,0,11.400000000000034,56060.4,0.02798053526278556,388.7400000000012
1,298.7,310.1,1641,31.1,49,0,0,0,0,0,0,11.400000000000034,51035.100000000006,0.029859841541828247,354.5400000000011
1,298.8,310.2,1504,41.0,51,0,0,0,0,0,0,11.399999999999977,61664.0,0.03390957444553885,467.39999999999907
2,298.7,310.1,1506,50.7,53,0,0,0,0,0,0,11.400000000000034,76354.2,0.035192563057641055,577.9800000000017
0,298.8,310.1,1380,44.0,56,0,0,0,0,0,0,11.300000000000011,60720.0,0.040579710115521944,497.2000000000005
2,298.7,310.1,1549,42.5,61,0,0,0,0,0,0,11.400000000000034,65832.5,0.03938024529413799,484.5000000000015
2,298.7,310.1,1402,69.7,64,1,0,0,1,0,0,11.400000000000034,97719.40000000001,0.04564907272064973,794.5800000000024
1,298.7,310.1,1401,45.3,67,0,0,0,0,0,0,11.400000000000034,63465.299999999996,0.047822983549019996,516.4200000000016
2,298.7,310.0,1459,40.2,69,0,0,0,0,0,0,11.300000000000011,58651.8,0.047292666177318254,454.2600000000005
1,298.7,309.9,1465,39.7,72,0,0,0,0,0,0,11.199999999999989,58160.50000000001,0.04914675764563361,444.6399999999996
2,298.8,310.0,1295,52.7,74,0,0,0,0,0,0,11.199999999999989,68246.5,0.05714285709873138,590.2399999999994
2,298.8,310.0,1529,38.5,77,0,0,0,0,0,0,11.199999999999989,58866.5,0.05035971219727945,431.1999999999996
2,298.8,310.0,1484,44.9,80,0,0,0,0,0,0,11.199999999999989,66631.59999999999,0.05390835575882186,502.8799999999995
1,298.8,309.9,1739,30.6,83,0,0,0,0,0,0,11.099999999999966,53213.4,0.047728579616027264,339.65999999999894
0,298.7,309.8,1422,40.7,85,0,0,0,0,0,0,11.100000000000023,57875.4,0.05977496479622013,451.77000000000095
1,298.8,309.8,1463,40.0,90,0,0,0,0,0,0,11.0,58520.0,0.06151742989643374,440.0
1,298.7,309.7,1667,30.4,92,0,0,0,0,0,0,11.0,50676.799999999996,0.05518896217445173,334.4
0,298.7,309.7,1565,39.3,94,0,0,0,0,0,0,11.0,61504.49999999999,0.06006389772519878,432.29999999999995
1,298.7,309.7,1393,45.7,99,0,0,0,0,0,0,11.0,63660.100000000006,0.07106963383268511,502.70000000000005
2,298.8,309.7,1453,47.7,101,0,0,0,0,0,0,10.899999999999977,69308.1,0.06951135576771414,519.9299999999989
1,298.8,309.6,1442,50.0,104,0,0,0,0,0,0,10.800000000000011,72100.0,0.07212205265456167,540.0000000000006
1,298.7,309.6,1364,44.9,106,0,0,0,0,0,0,10.900000000000034,61243.6,0.07771260991370042,489.4100000000015
0,298.7,309.5,1453,40.4,108,0,0,0,0,0,0,10.800000000000011,58701.2,0.07432897448428838,436.32000000000045
2,298.7,309.5,1394,46.0,113,0,0,0,0,0,0,10.800000000000011,64124.0,0.08106169291172044,496.8000000000005
2,298.7,309.5,1500,38.8,116,0,0,0,0,0,0,10.800000000000011,58199.99999999999,0.07733333328177777,419.0400000000004
0,298.6,309.5,1523,34.2,119,0,0,0,0,0,0,10.899999999999977,52086.600000000006,0.07813525930522963,372.77999999999923
2,298.7,309.6,1254,57.1,124,0,0,0,0,0,0,10.900000000000034,71603.40000000001,0.09888357248892857,622.3900000000019
1,298.6,309.5,1325,52.2,127,0,0,0,0,0,0,10.899999999999977,69165.0,0.09584905653143466,568.9799999999989
1,298.8,309.7,1424,49.6,129,0,0,0,0,0,0,10.899999999999977,70630.40000000001,0.09058988757683294,540.6399999999988
1,298.8,309.7,1505,39.0,131,0,0,0,0,0,0,10.899999999999977,58695.0,0.08704318931093476,425.0999999999991
2,298.8,309.7,1392,48.7,133,0,0,0,0,0,0,10.899999999999977,67790.40000000001,0.0955459769428549,530.8299999999989
1,298.8,309.7,1529,44.0,136,0,0,0,0,0,0,10.899999999999977,67276.0,0.08894702414064942,479.599999999999
2,298.8,309.7,1477,48.5,138,0,0,0,0,0,0,10.899999999999977,71634.5,0.09343263365373551,528.649999999999
2,298.8,309.7,1459,47.3,141,0,0,0,0,0,0,10.899999999999977,69010.7,0.09664153523191121,515.5699999999989
